x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,0.26251415295704944,-0.16995199463001817,-0.08591854801894516,0.4626974702782189,-0.41548634598783285,-0.1136267994017678,0.46428121684821366,-0.6796421251253604,-0.1441293639563798,0.4281379952471897,-0.8882562840240372,-0.1664290567104387,0.27672957402952225,-0.6341951493430773,-0.0042311137747356635,0.2676790431441264,-0.8199839805468423,-0.14054888878588587,0.23486814574772832,-0.6626969647875625,-0.22771147319270985,0.23538151272766392,-0.49042518525288226,-0.25865174247150224,0.096268576698868,-0.6109978507818818,-0.006408115293321712,0.08703725067148804,-0.7965856761644587,-0.16110235329847045,0.08119447700293943,-0.5831739581392559,-0.2167270083657426,0.11330814528718855,-0.3927712726596287,-0.21158498298402936,-0.07184770631769416,-0.5596952042439322,-0.030254575021640823,-0.0755686732329269,-0.7161362418649369,-0.19185473993542146,-0.05619889983724209,-0.48269503298162875,-0.174154529855573,-0.015998679288928792,-0.3095151490963343,-0.11209042406868158,-0.24703328385185055,-0.4801660242947793,-0.05959036359857496,-0.2351524714701483,-0.5999864908098259,-0.17640031379085402,-0.1876351200014734,-0.42416750115252433,-0.15260253393109188,-0.1351407904778532,-0.29485359890664714,-0.09771848819354075,A
0.0,0.0,0.0,0.2882959518591563,-0.1629030217560771,-0.0710207760604572,0.47679608328510653,-0.43576704767134555,-0.08779152556550743,0.5063848701226649,-0.6878018910956155,-0.11290656173525655,0.45065367402059664,-0.882486939881412,-0.1346405103617734,0.27805883275752385,-0.707199675296777,0.0035734042616832663,0.3025780686481423,-0.8675702352902971,-0.11625551367436412,0.31705075108138714,-0.6767879435550657,-0.19903437158159515,0.33160273069772866,-0.4874414671941414,-0.22805934913721507,0.08528170154088952,-0.6836574564233576,-0.0020971409003004795,0.12562398568830901,-0.8396703259581156,-0.1300901508851954,0.15480913514029,-0.6086817068837513,-0.1805939378548754,0.18079147767711667,-0.396551908828752,-0.17782468881414565,-0.10542171368595654,-0.6247832943838303,-0.027345949574195526,-0.055061902636249216,-0.78063244257935,-0.1688485947442383,-0.006987196618802741,-0.539850227010004,-0.15548028859706545,0.02361857133353626,-0.33110549318886767,-0.10160307825155128,-0.2963794267758368,-0.5325890134010706,-0.057053889237232994,-0.22165203306896647,-0.6781870550608039,-0.17145873672147016,-0.16840429012557898,-0.48913389414239516,-0.14844974933690508,-0.14097251287066415,-0.3155147625414307,-0.09389792136125615,A
0.0,0.0,0.0,0.28587358646115835,-0.1386541001273302,-0.09232412537938538,0.4948671219627487,-0.38928408039511037,-0.12392911944095213,0.5020334299299657,-0.6396136614899472,-0.1569883992789018,0.4903230414812629,-0.8529796088689081,-0.17891087682532936,0.28348634865103595,-0.6567524534581719,-0.010258047077050152,0.3118203561815503,-0.8531458475658372,-0.1438473660343343,0.3169153633998439,-0.6658690170125786,-0.22986878060516858,0.3127051804417883,-0.4777730223075175,-0.2585630624774828,0.10316080174042377,-0.6384399661674074,-0.011308796770340912,0.14919739267915022,-0.8421373372737165,-0.1526718005821271,0.1601196927525618,-0.6034484747415328,-0.20272682566033462,0.1637893075659802,-0.3979769441149319,-0.1944020469949573,-0.07169908413366637,-0.5877400038631677,-0.034764647474477134,-0.01604353792026616,-0.7597527805569873,-0.18522769669753533,0.007998670970333552,-0.5137574349151507,-0.16151664949251418,0.016256557356029298,-0.3294947876094282,-0.09594501721793763,-0.24952503592392009,-0.50304280790735,-0.06459854939120573,-0.17282116456828345,-0.6655928435793889,-0.17311240424681454,-0.13401303314979682,-0.47749133543010797,-0.1368893785447386,-0.12395968530023273,-0.32271759514487236,-0.07345824178825625,A
0.0,0.0,0.0,0.22819567822476688,-0.07630607096189974,-0.12071379184277936,0.46693104041988215,-0.3469107402558719,-0.15796020365272628,0.5213017001370663,-0.6168999170609016,-0.18646944520994163,0.49351234659367366,-0.8447563833477827,-0.20695945630190377,0.29803025589573956,-0.6129096554352642,-0.07240951380355572,0.33810799196920155,-0.7388374189839466,-0.24021900669256946,0.2880106380824359,-0.5405897290923869,-0.3351139506649924,0.24268974704882196,-0.3562150281698194,-0.35993725825519157,0.11005582083215748,-0.6081058438953129,-0.05902149534816449,0.17083327802203307,-0.7269529442099989,-0.2322809033130242,0.12096147728338917,-0.45356856027114967,-0.27558999333292733,0.08839477867114155,-0.24620493551827854,-0.2530158579190847,-0.07283234663049434,-0.5761803690633513,-0.07121602299305743,-0.02662056477258455,-0.6555996322059432,-0.25454234839855877,-0.04227658519574801,-0.3799847128974676,-0.23324170973179942,-0.05189001619569684,-0.19178031360724773,-0.15834308526792112,-0.26443871670825836,-0.5212556778845487,-0.08892944395409154,-0.2146726348180496,-0.5944042988446452,-0.2178065189268469,-0.19400327662542147,-0.3808957476469867,-0.189775089070391,-0.18479316523779202,-0.23656819932016981,-0.12390860735551257,A
0.0,0.0,0.0,0.26157438501908525,-0.09117744987464034,-0.11374037536492052,0.49067049443854066,-0.3590004008537757,-0.14327495294203246,0.5279265419141511,-0.6239543214241704,-0.1675414762557748,0.49809070632467334,-0.8477404448831642,-0.18232330180830675,0.28758520058422604,-0.6155280141983216,-0.05704023503590352,0.3372152387935405,-0.773707538996937,-0.20666442638820423,0.3278443006649784,-0.5733576779797428,-0.2846718865691886,0.30306436618282456,-0.38607829849275743,-0.29737448380503895,0.10518921838741488,-0.6070578644638677,-0.0432721547039022,0.16266059010909828,-0.7545538828587515,-0.2002482397959819,0.15609111397105166,-0.4917201668963738,-0.23999968768191063,0.14178423123570671,-0.2856379774962372,-0.21773799046156095,-0.0746756816479768,-0.5727092759396492,-0.054041422043806284,-0.016183618109741518,-0.6757342879761493,-0.22565408447437785,-0.009119294867913505,-0.4046159302303761,-0.20654453623528501,-0.018395488592287103,-0.20885233531307718,-0.13384491235180992,-0.26310027416844756,-0.5184960501600991,-0.07049135950817857,-0.20444175771618678,-0.637715136691565,-0.18869743727771757,-0.16214106168994027,-0.4515540596425897,-0.15964529979907655,-0.15060273252460826,-0.298076511196604,-0.09485585835529975,A
0.0,0.0,0.0,0.23238483229173243,-0.19286317112712428,-0.07329627999191392,0.38730146494292644,-0.47774621206066126,-0.09638128902149547,0.37870134733813,-0.7253909643022095,-0.12391778700384047,0.3275949708169991,-0.9339014649887946,-0.14321169221537985,0.19792751239156142,-0.6627004441865774,-0.006403277112602943,0.18751556262122607,-0.8300088751276495,-0.1435967330966505,0.20360559934583086,-0.6664945752803222,-0.23014538149014496,0.2234640378732174,-0.4993699249889867,-0.25795112833439043,0.03043701608681663,-0.6207064023611315,-0.012746318192746863,0.034322057341964675,-0.7891142499890739,-0.15293282073339037,0.07001748705934056,-0.5594351589432003,-0.19517919339092468,0.10378134130783788,-0.3789365865697932,-0.1852104204473938,-0.12850326926957154,-0.5560901877574123,-0.040350780556622404,-0.11856825070537531,-0.7271167871236716,-0.18945683572014105,-0.06639692657923603,-0.4866799936450912,-0.15933996552516586,-0.028151764967555594,-0.3174011074176848,-0.09224774569779495,-0.2895959935956773,-0.4617960936707228,-0.07284926929655541,-0.25148054028256667,-0.6077402282806091,-0.1774086664051264,-0.1923067650000099,-0.4305000459868919,-0.14035801775651863,-0.16081509302457025,-0.2955545706615895,-0.07861233438125587,A
0.0,0.0,0.0,0.22611046622508538,-0.08711735335490332,-0.12493455251608543,0.44945390383416195,-0.3467592000241393,-0.15798655837680328,0.5165804273719484,-0.6096719804880916,-0.18218865208625992,0.5215382550065848,-0.8315999098095631,-0.19089116943801493,0.31608547902905604,-0.6168825673131167,-0.04389214756989184,0.34536492717721984,-0.7961822364272783,-0.19284270362064262,0.28393603572490167,-0.611963380294688,-0.2742437101018345,0.2540450406814522,-0.43566269614863884,-0.29617687864881537,0.1376255955519779,-0.6085765246513489,-0.0243622239804655,0.1535768474799631,-0.7855264950700294,-0.20380565477497078,0.1094824969539192,-0.5301572528631768,-0.25418038688375666,0.10425880385499728,-0.32761711190529663,-0.2331322771448165,-0.026583279437678315,-0.5693516803514669,-0.029697484113665275,-0.030123204868982612,-0.7034231841237788,-0.21094160775673784,-0.03594605282883784,-0.43925041540334275,-0.1893533320567529,-0.016218919869994818,-0.26264770358367096,-0.11516172248365147,-0.1958318821435539,-0.5084761495604074,-0.042733224802665296,-0.19725046027603244,-0.5962188500306704,-0.17538607299228381,-0.17566440950948803,-0.392041946644568,-0.15655213815495397,-0.13723414808501766,-0.26425754150089137,-0.09870730467446275,A
0.0,0.0,0.0,0.24361210201930436,-0.10352663481685002,-0.10970059475077704,0.4592433775524856,-0.3680784316360373,-0.14000054325068687,0.5190103490774948,-0.627591798837082,-0.16410008154968023,0.5025479442231823,-0.8456631030595929,-0.1797205605396161,0.28583869895502906,-0.6243123107362858,-0.05154475786478059,0.29694027562135217,-0.8058788714527969,-0.20150490728340753,0.2620600735846565,-0.6172336197320475,-0.2856201249876833,0.24808160316621156,-0.4304237262977498,-0.3065800995114926,0.10149456609305163,-0.6048180438838582,-0.040743543958753556,0.11771540279919845,-0.7889320898638476,-0.20678441464387373,0.10047302187728335,-0.5342292578015433,-0.2516146050408531,0.11124579585041398,-0.32968294283087074,-0.23015890232954045,-0.07115275280032785,-0.5478104417933657,-0.05266004892667985,-0.05973979727189569,-0.7008279975849822,-0.22675926479751518,-0.049268709433648736,-0.4351270644889644,-0.20187023078810887,-0.02726610324287615,-0.2524878131121304,-0.12719167634111514,-0.24284724199058877,-0.46429611548224603,-0.07004045745749574,-0.23182444758037285,-0.5759301973697165,-0.19727375779929213,-0.19385252518546617,-0.38411931824566414,-0.17007707583042625,-0.15775689554109612,-0.254222118947779,-0.10661483859302404,A
0.0,0.0,0.0,0.27136287085618815,-0.0842918845650582,-0.08419368699095034,0.5252334107714607,-0.33478290825408363,-0.10588172049549112,0.5800311595823348,-0.5955407565423406,-0.12706151125401552,0.5741443681968772,-0.8064687765453735,-0.1413023599421361,0.3738160919173109,-0.6287832237893664,-0.04175962702718137,0.42476397946014055,-0.8103144147378462,-0.16886898062802916,0.38945678018152136,-0.634914953557982,-0.2481988613722748,0.3540519222803068,-0.45041546836704865,-0.2745961630212918,0.18189455140912758,-0.6181257646997533,-0.04513236873636555,0.24638425865703642,-0.8047966145804654,-0.18172709099660686,0.21676536621200518,-0.5647430981283607,-0.2240612350818922,0.19021735355352318,-0.35296817551172116,-0.21412576794874158,-0.0009709554585250193,-0.5757456176844774,-0.06662040277065123,0.0667893478581777,-0.7278190969055789,-0.215350085946383,0.05829287173089624,-0.47523624311670837,-0.1929671255608534,0.04453778670944657,-0.2837621726576423,-0.1321051172121769,-0.18764462072295168,-0.5081306585520338,-0.09258410233486343,-0.10719714261999093,-0.6352003630820355,-0.20255762020824125,-0.09740814142554843,-0.4440532290568114,-0.17113513356872542,-0.10510214521346703,-0.29292747837859057,-0.1138823371660628,A
0.0,0.0,0.0,0.27821332828434575,-0.1514709429106431,-0.0950049481305164,0.5153575383705737,-0.38045265044440835,-0.12493855401934517,0.5541597098355845,-0.6286167472879448,-0.15827163075144896,0.5176657624458602,-0.8360576839540931,-0.18174077003431077,0.3133279755248634,-0.653785086121904,-0.0022792033660154016,0.36108353321727055,-0.8257353475342085,-0.14158675030233667,0.3274911257649014,-0.6293678234370378,-0.22871098648422813,0.2998966713368199,-0.4594838175852555,-0.25403757554399115,0.13741478305159543,-0.6489015600941138,0.0005830827385191147,0.18584602756338803,-0.8147400189582263,-0.1460913699264707,0.16527864256609748,-0.5664323700522736,-0.19535665865756024,0.1502165771502289,-0.3739514078087993,-0.18495362013432723,-0.03431114764200978,-0.6165961605733485,-0.020863402544853638,0.014391461711321312,-0.769632886581175,-0.17634022079878423,0.010072590126994768,-0.5148149311721911,-0.15502791450831913,-0.0010389151820948284,-0.3216933127320713,-0.0866064252262854,-0.21836179454763457,-0.5579929296046544,-0.04912705401731449,-0.16638247463648626,-0.723475080491319,-0.15820424885867007,-0.13204554396620108,-0.5449386945498436,-0.1255404744312302,-0.12314084540502537,-0.38423938727176593,-0.06063529108081414,A
